Name,AvgCyclomaticModified,AvgCyclomatic,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
CoreUtility.java,2,2,2,1,10,0,10,0,11,5,1,11,0,1,1,9,215,20,139,52,71,57,73,102,52,50,8,8,9,0.41,28,28,31,15
Corext.java,1,1,1,1,3,0,3,0,1,0,0,1,0,0,0,1,23,3,7,4,1,13,3,5,4,1,1,1,1,1.86,1,1,1,1
CorextMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,47,9,27,23,2,12,21,23,22,1,1,1,1,0.44,1,1,1,1
CorrectMainTypeNameProposal.java,2,2,2,1,11,1,10,0,3,3,3,3,0,1,1,1,94,16,53,31,20,26,40,47,32,15,3,3,3,0.49,7,7,7,5
CorrectPackageDeclarationProposal.java,3,3,4,2,14,1,13,0,3,3,1,3,0,0,1,2,99,17,66,37,28,17,45,55,36,19,4,4,6,0.26,9,9,13,8
CorrectionCommandHandler.java,3,3,3,2,10,0,10,0,9,8,3,9,0,5,0,4,177,22,133,59,63,23,78,105,60,45,7,7,7,0.17,27,27,29,25
CorrectionCommandInstaller.java,2,2,3,1,11,0,10,0,3,3,1,3,0,0,0,3,72,13,49,28,21,11,33,41,29,12,5,5,6,0.22,8,8,10,3
CorrectionMarkerResolutionGenerator.java,3,3,4,2,15,1,13,0,18,12,5,18,0,8,0,10,418,63,305,132,176,52,187,251,137,114,9,9,10,0.17,64,64,74,40
CorrectionMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,394,12,366,362,2,16,360,362,361,1,1,1,1,0.04,1,1,1,1
CounterPanel.java,1,1,2,1,9,0,8,0,10,10,8,10,0,2,0,8,140,19,106,34,63,20,72,89,35,54,6,6,15,0.19,16,16,25,10
CovariantTypeConstraint.java,1,1,1,1,4,0,4,0,6,6,2,6,0,0,0,6,82,11,35,17,12,37,17,25,14,11,2,2,3,1.06,7,7,8,6
CreateArguments.java,1,1,1,1,2,0,2,0,2,2,0,2,0,0,0,2,40,3,8,4,1,30,2,5,4,1,1,1,1,3.75,2,2,2,2
CreateChangeOperation.java,2,2,2,1,10,0,10,0,8,8,4,8,0,0,0,8,195,15,91,31,54,92,53,71,31,40,4,4,5,1.01,16,16,18,8
CreateCompilationUnitChange.java,1,1,1,1,4,0,4,0,2,2,1,2,0,0,0,2,36,7,19,13,5,11,12,15,12,3,1,1,1,0.58,2,2,2,2
CreateCopyOfCompilationUnitChange.java,2,2,2,1,13,0,12,0,11,7,3,11,0,6,1,4,211,22,174,86,98,17,117,146,87,59,5,5,5,0.1,26,26,26,18
CreateFileChange.java,2,2,2,1,10,0,9,0,14,14,6,14,0,1,7,6,230,30,170,60,90,34,91,123,56,67,8,8,8,0.2,29,29,29,16
CreateJarActionDelegate.java,4,4,4,2,19,0,17,1,5,5,0,5,0,3,1,1,153,17,111,44,70,26,72,93,45,48,7,7,7,0.23,21,21,22,11
CreateJavadocActionDelegate.java,1,1,1,1,5,0,5,0,3,3,2,3,0,0,0,3,57,10,28,17,8,19,16,22,17,5,3,3,3,0.68,5,5,5,3
CreateLinkedSourceFolderAction.java,1,1,1,1,11,2,9,0,7,7,0,7,0,2,1,4,144,33,94,53,46,17,65,78,50,28,3,3,3,0.18,12,12,12,9
CreateLinkedSourceFolderAction2.java,1,1,1,1,4,0,4,0,2,2,1,2,0,0,1,1,37,7,17,10,4,13,10,13,9,4,1,1,1,0.76,2,2,2,2
CreateMultipleSourceFoldersDialog.java,2,2,2,1,15,0,14,0,18,18,7,18,0,5,3,10,329,38,265,115,150,26,172,216,121,95,8,8,8,0.1,45,45,48,18
CreatePackageChange.java,1,1,1,1,5,0,4,0,6,6,1,6,0,0,1,5,82,16,49,26,15,17,24,33,21,12,2,2,2,0.35,7,7,7,6
CreateParticipant.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,1,1,44,4,10,5,2,30,4,7,5,2,1,1,1,3,2,2,2,2
CreateProfileDialog.java,1,1,1,1,12,1,10,0,10,10,9,10,0,0,2,8,215,57,138,60,77,22,103,118,60,58,3,3,3,0.16,14,14,14,12
CreateRefactoringScriptAction.java,1,1,1,1,4,0,3,0,4,4,1,4,0,0,0,4,60,8,22,12,6,30,10,16,12,4,2,2,2,1.36,5,5,5,4
CreateRefactoringScriptAction.java,1,1,1,1,9,0,8,0,7,6,1,7,0,1,1,5,130,17,71,34,33,42,43,55,35,20,4,4,4,0.59,11,11,11,9
CreateRefactoringScriptWizard.java,3,3,3,1,14,0,14,0,13,13,6,13,0,3,0,10,339,26,228,84,138,86,139,181,87,94,21,21,21,0.38,43,43,45,22
CreateRefactoringScriptWizardPage.java,1,1,1,1,13,0,13,0,12,12,4,12,0,1,5,6,213,28,145,48,101,42,102,124,54,70,4,4,5,0.29,21,21,22,12
CreateSourceFolderAction.java,1,1,1,1,11,2,9,0,7,7,0,7,0,2,1,4,147,33,97,55,47,17,68,81,52,29,3,3,3,0.18,12,12,12,9
CreateSourceFolderAction2.java,1,1,1,1,5,1,4,0,2,2,1,2,0,0,1,1,37,8,16,10,4,13,10,13,9,4,1,1,1,0.81,2,2,2,2
CreateTargetExecutionLog.java,1,1,1,1,3,0,3,0,4,4,1,4,0,0,0,4,66,7,18,9,5,41,8,13,9,4,1,1,1,2.28,4,4,4,4
CreateTargetQueries.java,1,1,1,1,7,0,7,0,7,7,2,7,0,2,0,5,88,19,59,29,28,10,39,49,31,18,3,3,4,0.17,9,9,10,9
CreateTextFileChange.java,2,2,2,1,7,0,7,0,4,4,1,4,0,0,0,4,65,12,43,20,20,12,24,33,20,13,6,6,6,0.28,9,9,9,4
CreateTextFileChangePreviewViewer.java,2,2,2,1,10,0,9,0,9,9,4,9,1,0,0,8,172,26,122,54,59,28,77,97,54,43,7,7,7,0.23,18,18,18,9
CuCollectingSearchRequestor.java,1,1,1,1,5,0,5,0,6,6,2,6,0,0,2,4,94,15,47,25,18,32,27,37,23,14,3,3,3,0.68,9,9,9,6
CustomBufferFactory.java,3,3,3,3,12,1,11,0,1,1,0,1,0,0,0,1,44,7,20,12,7,17,12,16,12,4,3,3,3,0.85,3,3,3,3
CustomBuilderGenerator.java,4,4,6,2,25,2,22,1,7,7,6,7,0,3,2,2,318,36,202,82,127,88,135,169,81,88,10,10,13,0.44,33,33,42,15
CustomFiltersActionGroup.java,2,2,2,1,11,0,10,0,40,40,21,40,1,21,0,18,772,100,501,189,303,192,325,428,204,224,15,15,15,0.38,106,106,113,49
CustomFiltersDialog.java,2,2,2,1,13,0,12,0,25,21,9,25,0,7,4,14,430,52,326,119,213,55,220,273,122,151,5,5,5,0.17,52,52,53,25
CustomHashtable.java,2,2,2,1,8,0,8,0,27,27,13,27,2,6,0,19,439,48,251,72,163,144,138,202,75,127,7,7,9,0.57,66,66,69,38
CutAction.java,2,2,3,2,10,0,9,0,5,3,1,5,0,2,0,3,99,16,71,29,34,12,45,57,29,28,4,4,5,0.17,14,14,18,11
Date2.java,1,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,30,3,5,2,1,22,1,3,2,1,1,1,1,4.4,1,1,1,1
DeclarationsSearchGroup.java,1,1,1,1,10,1,9,0,11,11,8,11,0,5,0,6,233,36,140,50,80,61,100,120,47,73,3,3,3,0.44,20,20,20,11
DeclaringTypeVariable.java,1,1,1,1,3,0,3,0,5,5,1,5,0,0,3,2,56,10,30,15,9,17,17,23,14,9,1,1,1,0.57,5,5,5,5
DecoratingJavaLabelProvider.java,1,1,1,1,5,0,5,0,4,4,0,4,0,0,0,4,72,10,27,10,10,35,12,19,10,9,2,2,2,1.3,6,6,6,4
DefaultChangeNode.java,1,1,1,1,3,0,3,0,3,3,0,3,2,0,0,1,27,5,12,6,3,10,5,9,6,3,1,1,1,0.83,3,3,3,3
DefaultClassifier.java,1,1,1,1,5,0,5,1,3,3,1,3,0,0,0,3,52,8,21,11,9,25,12,17,11,6,2,2,2,1.19,4,4,4,3
DefaultClasspathFixProcessor.java,3,3,3,2,12,0,12,0,11,10,4,11,0,4,0,7,224,28,180,85,92,17,96,131,80,51,16,16,20,0.09,36,34,41,23
DefaultCleanUpOptionsInitializer.java,1,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,34,6,9,6,1,19,5,7,6,1,1,1,1,2.11,1,1,1,1
DefaultElementComparer.java,1,1,1,1,3,0,3,0,2,2,0,2,0,0,0,2,25,4,11,6,3,10,5,8,6,2,1,1,1,0.91,2,2,2,2
DefaultJavaFoldingPreferenceBlock.java,1,1,1,1,7,0,6,0,11,11,5,11,0,3,0,8,156,28,98,46,51,30,71,84,47,37,2,2,2,0.31,12,12,12,11
DefaultJavaFoldingStructureProvider.java,2,2,3,1,11,1,9,0,77,77,28,77,8,29,8,32,1477,194,861,308,532,435,470,681,314,367,15,14,20,0.51,208,202,248,144
DefaultPhoneticDistanceAlgorithm.java,12,12,15,4,61,16,45,2,1,1,0,1,0,0,0,1,103,24,53,17,43,28,43,56,21,35,12,12,15,0.53,12,12,15,4
DefaultPhoneticHashProvider.java,20,26,43,16,101,2,98,2,5,2,0,5,0,0,3,2,683,24,593,111,516,173,354,459,114,345,119,92,200,0.29,131,104,215,81
DefaultRefactoringDescriptor.java,1,1,1,1,4,0,4,0,3,3,1,3,0,0,0,3,77,8,25,15,6,44,17,21,15,6,1,1,1,1.76,3,3,3,3
DefaultRefactoringDescriptorProxy.java,1,1,1,1,6,0,5,1,5,5,3,5,0,0,0,5,90,14,36,13,18,46,24,30,13,17,2,2,4,1.28,6,6,8,5
DefaultSpellChecker.java,2,2,3,2,13,2,10,0,15,11,4,15,0,0,4,11,344,61,169,58,102,115,102,145,67,78,8,8,22,0.68,42,42,58,31
DefaultSpellingEngine.java,3,3,3,1,8,0,7,0,3,3,1,3,0,1,0,2,95,16,41,22,20,39,26,37,22,15,4,4,4,0.95,10,10,10,5
DeferredMethodWrapper.java,1,1,1,1,5,0,5,0,10,10,2,10,1,1,0,8,127,17,67,26,29,44,31,47,26,21,4,4,4,0.66,15,15,16,10
DelegateCreator.java,1,1,1,1,5,0,4,0,29,29,12,29,0,4,14,11,463,65,195,98,91,205,133,164,97,67,4,4,4,1.05,39,39,39,31
DelegateEntryComparator.java,5,5,6,5,28,2,26,0,1,1,0,1,0,0,0,1,73,7,37,19,20,29,22,28,19,9,5,5,6,0.78,5,5,6,5
DelegateFieldCreator.java,1,1,1,1,5,0,5,0,9,9,1,9,0,1,8,0,113,20,74,40,29,20,41,54,32,22,2,2,2,0.27,12,12,12,9
DelegateMethodCreator.java,1,1,1,1,8,0,7,0,15,15,2,15,0,4,9,2,233,31,150,67,77,52,92,118,59,59,4,4,5,0.35,25,25,26,15
DelegateUIHelper.java,1,1,1,1,5,0,5,0,13,3,0,13,0,4,0,9,121,21,75,29,40,27,38,56,31,25,2,2,4,0.36,17,17,21,13
DeleteAction.java,2,2,2,1,13,0,12,0,8,8,0,8,0,4,1,3,208,24,135,62,71,49,82,104,61,43,7,7,7,0.36,21,21,22,10
DeleteArguments.java,1,1,1,1,3,0,3,0,4,4,1,4,0,0,0,4,65,6,16,7,4,44,6,11,7,4,1,1,1,2.75,4,4,4,4
DeleteChangeCreator.java,2,4,4,1,16,1,13,2,9,1,0,9,1,8,0,0,238,31,167,69,92,47,108,133,72,61,14,7,14,0.28,36,24,39,11
DeleteDescriptor.java,1,1,1,1,3,0,3,0,2,2,0,2,0,0,0,2,71,7,13,8,2,51,7,10,8,2,1,1,1,3.92,2,2,2,2
DeleteModifications.java,3,3,4,1,15,0,12,2,10,10,2,10,0,2,0,8,251,23,158,56,91,72,99,130,61,69,12,12,16,0.46,36,32,41,18
DeletePackageFragmentRootChange.java,2,2,2,1,12,0,11,1,9,7,2,9,0,4,2,3,193,28,146,77,71,22,99,120,74,46,5,5,5,0.15,20,20,21,12
DeleteParticipant.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,1,1,45,4,10,5,2,31,4,7,5,2,1,1,1,3.1,2,2,2,2
DeleteProcessor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,2,0,27,1,2,2,0,0,0,0,9,0,0,0,0
DeleteRefactoring.java,1,1,1,1,4,0,4,0,2,2,1,2,0,0,0,2,46,5,13,6,4,28,7,10,6,4,1,1,1,2.15,2,2,2,2
DeleteRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,54,9,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
DeleteResourceChange.java,2,2,2,1,12,0,11,0,10,9,4,10,0,2,1,7,207,22,136,52,71,53,77,103,52,51,7,7,8,0.39,24,24,29,12
DeleteResourcesDescriptor.java,1,1,1,1,5,0,5,0,7,7,2,7,0,0,0,7,150,13,65,35,25,73,45,58,37,21,3,3,4,1.12,12,12,13,9
DeleteResourcesHandler.java,4,4,4,1,17,0,16,1,1,1,0,1,0,0,0,1,48,8,29,18,11,11,18,23,18,5,4,4,4,0.38,4,4,4,1
DeleteResourcesProcessor.java,2,2,2,1,9,0,9,0,21,19,2,21,0,6,1,14,328,37,227,81,120,68,135,186,90,96,11,11,12,0.3,48,48,54,27
DeleteResourcesRefactoringContribution.java,3,3,4,1,17,1,16,1,3,3,0,3,0,0,0,3,104,12,63,26,40,38,44,55,28,27,6,6,7,0.6,11,11,12,5
DeleteResourcesWizard.java,2,2,2,1,14,1,13,0,10,9,2,10,0,4,2,4,218,34,161,60,101,25,111,138,62,76,12,12,12,0.16,27,27,28,15
DeleteSourceManipulationChange.java,1,1,1,1,8,0,7,1,8,6,1,8,0,3,2,3,140,22,85,39,39,37,51,66,36,30,4,4,4,0.44,14,14,14,10
DeleteUserInterfaceManager.java,1,1,1,1,3,0,3,0,2,1,0,2,0,1,0,1,28,5,13,8,3,10,7,10,8,2,1,1,1,0.77,2,2,2,2
DeleteWizard.java,2,2,2,1,7,0,6,0,27,21,3,27,0,16,4,7,302,50,220,85,120,36,121,176,83,93,6,6,6,0.16,56,56,60,47
DescriptorManager.java,2,2,2,1,8,0,8,0,4,4,3,4,0,1,1,2,68,11,45,21,22,12,31,40,22,18,5,5,5,0.27,9,9,9,4
DescriptorMessages.java,1,1,1,1,2,0,2,0,1,1,0,1,0,1,0,0,82,33,38,34,2,12,32,34,33,1,1,1,1,0.32,1,1,1,1
DestinationContentProvider.java,3,3,4,2,14,0,12,0,6,5,1,6,0,3,0,3,135,19,100,43,54,16,59,83,44,39,7,7,8,0.16,23,23,26,14
DialogField.java,1,1,1,1,5,0,5,0,20,17,4,20,0,0,5,15,263,38,117,36,56,113,57,85,37,48,3,3,4,0.97,27,27,30,20
DialogPackageExplorer.java,2,2,3,2,9,0,9,0,32,32,9,32,0,1,0,31,551,48,358,138,192,150,190,276,131,145,14,14,18,0.42,81,81,102,67
DialogPackageExplorerActionGroup.java,1,1,1,1,13,1,10,0,22,22,11,22,0,0,4,18,350,62,222,45,160,66,137,177,55,122,9,9,9,0.3,39,39,39,22
DialogsMessages.java,1,1,1,1,2,0,2,0,1,1,0,1,0,1,0,0,33,3,16,12,2,15,10,12,11,1,1,1,1,0.94,1,1,1,1
DisableSpellCheckingProposal.java,1,1,1,1,3,0,3,0,8,8,1,8,0,0,0,8,100,17,41,24,9,42,23,32,24,8,1,1,1,1.02,8,8,8,8
DoWhileFlowInfo.java,2,2,4,1,9,2,7,0,2,2,1,2,0,0,0,2,37,9,18,5,9,10,8,14,5,9,3,3,5,0.56,5,5,9,2
DocumentAdapter.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,0,2,43,6,12,7,2,25,6,9,7,2,1,1,1,2.08,2,2,2,2
DocumentAdapter.java,1,1,1,1,5,0,4,0,57,56,19,57,0,4,0,53,591,95,351,139,179,148,187,288,142,146,12,12,13,0.42,99,99,101,62
DocumentChange.java,1,1,1,1,8,0,7,0,10,10,2,10,0,0,5,5,166,22,82,34,37,63,42,60,34,26,5,5,6,0.77,15,15,16,10
DocumentCharacterIterator.java,1,1,2,1,6,0,5,0,17,17,4,17,0,1,0,16,230,24,113,28,62,93,47,80,27,53,5,5,5,0.82,32,32,36,21
DynamicAttributeProperty.java,1,1,1,1,6,0,6,0,8,8,4,8,0,1,1,6,97,16,62,21,36,23,34,47,21,26,5,5,5,0.37,13,13,13,8
DynamicBindingProperty.java,1,1,1,1,5,0,5,0,8,8,3,8,0,0,2,6,92,16,54,20,31,26,31,42,20,22,5,5,5,0.48,12,12,12,8
DynamicValidationRefactoringChange.java,1,1,1,1,4,0,4,0,3,3,1,3,0,0,0,3,72,9,26,14,8,37,17,21,13,8,1,1,1,1.42,3,3,3,3
DynamicValidationStateChange.java,1,1,1,1,6,0,6,0,15,15,4,15,0,1,1,13,162,23,113,45,57,26,65,88,44,44,3,3,3,0.23,22,22,22,15
EclipsePreferencesAdapter.java,1,1,1,1,3,0,3,0,36,36,4,36,0,1,0,35,320,45,143,52,54,132,58,101,54,47,2,2,2,0.92,41,41,41,36
EditAnnotator.java,2,2,2,1,8,0,7,1,12,12,3,12,0,2,2,8,156,22,117,46,60,29,63,90,42,48,13,13,18,0.25,26,26,31,19
EditFilterAction.java,2,2,2,1,11,1,10,0,9,8,0,9,0,4,1,4,180,34,129,63,68,17,84,106,61,45,6,6,6,0.13,21,21,22,16
EditFilterWizard.java,1,1,1,1,7,1,6,0,4,4,3,4,0,0,0,4,66,12,35,17,17,19,22,27,14,13,1,1,1,0.54,4,4,4,4
EditOutputFolderAction.java,4,4,4,2,20,3,17,0,9,9,2,9,0,2,1,6,249,45,187,79,111,19,120,155,78,77,12,12,12,0.1,37,37,38,25
EditRefactoringDetailsDialog.java,1,1,1,1,8,0,8,0,6,6,4,6,0,0,4,2,128,13,67,25,38,50,44,56,25,31,2,2,2,0.75,11,11,11,6
EditTemplateDialog.java,1,1,2,1,12,1,10,0,41,37,18,41,0,14,9,18,694,108,502,194,310,92,352,427,203,224,5,5,7,0.18,79,79,91,49
EditVariableEntryDialog.java,3,3,3,1,14,1,13,0,16,16,5,16,0,9,3,4,346,54,251,88,147,45,148,197,86,111,11,11,11,0.18,49,49,52,29
EditWorkingSetAction.java,2,2,2,1,9,0,9,0,5,5,3,5,0,2,0,3,94,11,65,31,32,18,43,54,30,24,4,4,5,0.28,10,10,11,9
EditorBreadcrumb.java,2,2,2,1,11,2,9,0,37,37,11,37,0,9,10,18,528,104,308,90,190,118,178,251,101,150,6,6,7,0.38,79,79,84,58
EditorHighlightingSynchronizer.java,1,1,2,1,3,0,3,0,5,5,2,5,0,1,0,4,73,12,26,12,8,35,12,20,12,8,2,2,3,1.35,7,7,10,5
EditorInputAdapterFactory.java,2,2,3,2,7,0,7,0,4,4,1,4,0,2,0,2,71,14,43,18,19,14,23,34,18,16,6,6,10,0.33,10,10,15,9
EditorInputTransferDragAdapter.java,2,2,2,1,8,0,8,0,5,5,2,5,0,0,0,5,107,16,68,39,24,23,42,53,37,16,6,6,8,0.34,11,11,14,5
EditorTracker.java,1,1,1,1,2,0,2,0,14,14,0,14,0,0,0,14,71,12,46,23,8,13,16,31,23,8,2,2,2,0.28,16,16,16,14
EditorUtility.java,2,2,2,2,7,0,7,0,4,1,0,4,0,1,0,3,62,8,41,19,17,13,21,31,19,12,3,3,3,0.32,9,9,9,8
EditorUtility.java,2,2,2,1,8,0,7,0,5,1,0,5,0,2,0,3,81,12,49,22,22,20,26,38,22,16,3,3,3,0.41,11,11,11,9
EditorUtility.java,3,3,4,2,18,1,14,2,35,4,0,35,0,15,1,19,852,109,522,190,326,227,303,439,201,238,11,11,12,0.43,135,135,145,89
ElementQuerySpecification.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,0,2,54,4,13,7,3,37,7,10,7,3,1,1,1,2.85,2,2,2,2
ElementStructureEnvironment.java,1,1,1,1,3,0,3,0,3,3,1,3,0,0,0,3,33,6,17,10,3,11,9,13,10,3,1,1,1,0.65,3,3,3,3
ElementTypeResolver.java,2,2,2,2,13,1,11,0,3,3,0,3,0,1,0,2,72,13,45,20,25,14,28,37,20,17,4,4,4,0.31,8,8,8,6
ElementValidator.java,1,1,1,1,6,0,6,0,10,1,0,10,0,4,0,6,211,19,76,31,38,116,40,58,32,26,5,5,5,1.53,17,17,18,10
EmptyInnerPackageFilter.java,4,4,6,4,14,1,13,0,1,1,0,1,0,0,0,1,44,7,21,9,9,16,10,15,8,7,4,4,6,0.76,4,4,6,4
EmptyJavaFoldingPreferenceBlock.java,1,1,1,1,5,0,5,0,5,5,0,5,0,0,0,5,80,13,35,17,15,32,23,29,17,12,1,1,1,0.91,5,5,5,5
EmptyLibraryContainerFilter.java,2,2,3,1,6,0,6,0,1,1,0,1,0,0,0,1,36,4,14,8,3,18,7,10,7,3,2,2,3,1.29,2,2,3,1
EmptyPackageFilter.java,4,4,5,4,15,1,14,0,2,1,0,2,1,0,0,1,74,11,37,14,20,26,22,32,15,17,6,6,6,0.7,9,9,10,9
EmptyTypeSet.java,1,1,1,1,3,0,3,0,23,23,0,23,1,0,1,21,175,23,93,43,26,60,25,49,27,22,1,1,1,0.65,23,23,23,23
EnableMemberFilterAction.java,1,1,1,1,7,1,6,0,3,3,1,3,0,0,0,3,56,13,27,12,11,17,17,21,12,9,1,1,1,0.63,3,3,3,3
EnableStackFilterAction.java,1,1,1,1,8,1,7,1,2,2,1,2,0,0,0,2,49,10,23,9,11,19,16,19,8,11,1,1,1,0.83,2,2,2,2
EncapsulateFieldDescriptor.java,1,1,1,1,3,0,3,0,2,2,0,2,0,0,0,2,70,7,12,8,2,51,7,10,8,2,1,1,1,4.25,2,2,2,2
EnhancedForFlowInfo.java,2,2,2,1,6,0,5,0,3,3,0,3,0,0,0,3,36,7,19,5,10,10,8,15,5,10,2,2,2,0.53,6,6,6,3
EnumFilter.java,3,3,3,3,10,0,10,0,1,1,0,1,0,0,0,1,37,4,17,8,6,16,8,12,7,5,3,3,3,0.94,3,3,3,3
EnumeratedTypeSet.java,2,2,2,1,7,0,7,0,39,36,1,39,0,1,1,37,512,69,310,99,182,143,155,232,85,147,9,9,10,0.46,84,84,86,63
Error.java,2,2,2,2,6,0,6,0,7,7,2,7,0,0,0,7,80,16,48,13,25,16,20,36,13,23,9,9,10,0.33,17,17,18,15
Error.java,2,2,3,2,7,0,6,0,8,8,3,8,0,0,0,8,91,16,65,21,33,10,24,44,15,29,12,12,13,0.15,23,23,24,19
ErrorWizardPage.java,2,2,2,1,9,0,8,0,10,10,2,10,0,0,2,8,177,21,105,38,59,53,58,80,38,42,5,5,6,0.5,21,21,26,13
EscapeBackslashCompletionProposal.java,1,1,1,1,4,0,3,0,7,7,4,7,0,0,0,7,80,15,40,20,12,26,22,31,20,11,2,2,2,0.65,8,8,8,7
ExampleProjectCreationOperation.java,3,3,3,1,14,1,12,1,9,9,3,9,0,6,0,3,195,32,147,67,81,28,96,122,70,52,9,9,10,0.19,27,27,29,11
ExampleProjectCreationWizard.java,2,2,2,1,10,0,9,0,12,12,2,12,0,4,0,8,186,22,140,63,72,27,83,108,65,43,5,5,5,0.19,25,25,26,17
ExampleProjectCreationWizardPage.java,1,1,1,1,9,0,8,0,11,9,6,11,0,5,0,6,180,34,115,44,60,38,73,94,45,49,4,4,4,0.33,20,20,21,11
ExampleProjectMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,34,6,17,14,2,12,12,14,13,1,1,1,1,0.71,1,1,1,1
ExampleProjectsPlugin.java,1,1,1,1,3,0,3,0,8,1,0,8,0,0,0,8,89,21,42,22,11,28,22,32,22,10,2,2,2,0.67,9,9,9,8
ExceptionAnalyzer.java,2,2,2,1,7,0,6,0,13,12,1,13,0,4,0,9,153,19,124,55,58,11,70,100,51,49,6,6,6,0.09,30,30,32,15
ExceptionAnalyzer.java,1,1,1,1,5,0,5,0,6,5,0,6,0,1,0,5,67,11,46,24,17,12,26,36,21,15,2,2,2,0.26,9,9,9,6
ExceptionAttribute.java,1,1,1,1,3,0,3,0,1,1,1,1,0,0,0,1,22,5,7,4,2,10,3,5,4,1,1,1,1,1.43,1,1,1,1
ExceptionHandler.java,1,1,2,1,7,0,7,0,6,3,0,6,0,1,2,3,114,15,57,21,29,43,29,41,21,20,3,3,4,0.75,11,11,13,6
ExceptionHandler.java,1,1,1,1,5,0,5,0,10,4,0,10,0,1,3,6,157,19,72,27,34,67,36,52,27,25,3,3,4,0.93,15,15,17,10
ExceptionHandler.java,1,1,2,1,7,0,7,0,6,3,0,6,0,1,2,3,114,14,56,21,28,45,29,41,21,20,3,3,4,0.8,11,11,13,6
ExceptionInfo.java,1,1,1,1,4,0,4,0,13,11,3,13,0,0,0,13,100,17,70,28,31,18,40,56,27,29,5,3,5,0.26,18,16,19,13
ExceptionOccurrencesFinder.java,2,2,2,1,8,0,8,0,31,31,8,31,0,9,0,22,380,49,312,116,159,25,171,248,117,131,9,9,11,0.08,80,80,83,49
ExceptionVariableNameResolver.java,2,2,2,1,9,0,9,0,1,1,0,1,0,0,1,0,40,7,17,11,6,16,10,13,10,3,2,2,2,0.94,2,2,2,1
ExcludeFromBuildpathAction.java,3,3,3,2,15,1,13,0,8,8,1,8,0,2,1,5,185,31,137,59,73,17,84,110,58,52,7,7,7,0.12,26,26,26,18
ExclusionInclusionDialog.java,1,1,1,1,7,0,7,0,25,25,6,25,0,7,8,10,331,64,236,108,120,31,143,184,104,80,4,4,4,0.13,38,38,38,25
ExclusionInclusionEntryDialog.java,2,2,2,1,17,1,15,0,11,10,6,11,0,1,5,5,294,53,225,91,130,17,154,187,91,96,8,8,8,0.08,31,31,32,17
ExclusivePositionUpdater.java,4,4,4,2,19,2,13,3,3,3,1,3,0,0,0,3,101,14,47,21,30,40,28,40,22,18,10,10,11,0.85,12,12,13,6
ExpandWithConstructorsAction.java,4,4,5,3,19,1,18,1,4,4,2,4,0,1,0,3,144,19,87,28,54,42,55,74,30,44,13,13,14,0.48,19,19,20,14
ExpandWithConstructorsConfigurationBlock.java,1,1,1,1,8,0,7,0,35,32,8,35,0,9,7,19,630,90,358,154,192,189,218,281,146,135,8,8,9,0.53,60,60,62,40
ExpandWithConstructorsDialog.java,1,1,1,1,5,0,4,0,6,6,2,6,0,0,5,1,87,14,45,24,15,28,26,33,21,12,1,1,1,0.62,6,6,6,6
ExpressionVariable.java,2,2,2,2,6,0,6,0,6,5,4,6,0,0,0,6,84,11,60,26,28,15,37,52,25,27,9,9,9,0.25,14,14,14,14
ExpressionsCleanUp.java,2,2,2,1,7,1,6,0,7,7,0,7,0,1,0,6,106,21,63,28,31,25,31,46,24,22,3,3,5,0.4,14,14,19,9
ExpressionsFix.java,2,2,2,1,11,1,9,0,13,10,4,13,0,3,1,9,231,52,160,73,86,19,92,132,70,62,6,6,8,0.12,35,35,38,24
ExtendsWildcardType.java,1,3,3,1,8,0,7,0,9,9,0,9,0,0,5,4,105,17,74,19,43,16,22,34,11,23,10,2,11,0.22,27,11,28,9
ExternalClassFileEditorInput.java,1,1,1,1,4,0,4,0,4,4,1,4,1,0,0,3,59,11,26,13,9,22,13,20,12,8,2,2,2,0.85,6,6,6,4
ExternalizeStringsAction.java,2,2,2,1,11,0,10,0,34,31,5,34,2,15,5,12,567,62,425,154,248,85,244,334,158,176,14,14,16,0.2,87,87,92,57
