Name,AvgCyclomaticModified,AvgCyclomatic,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
JavadocTreeWizardPage.java,2,2,3,1,18,2,15,0,35,35,29,35,0,10,7,18,748,114,583,177,394,56,380,481,199,282,17,14,20,0.1,104,100,114,37
JavadocUtil.java,2,2,2,2,11,1,10,0,4,1,0,4,0,1,0,3,103,18,60,34,30,26,44,54,35,19,5,5,5,0.43,11,11,11,8
JavadocView.java,2,2,3,1,14,1,12,0,67,64,20,67,0,12,19,36,1501,185,947,341,548,382,517,711,323,388,29,29,34,0.4,192,190,214,88
JavadocWizard.java,3,3,3,1,15,1,13,0,23,21,20,23,0,7,1,15,517,85,402,166,228,40,263,337,173,164,15,15,16,0.1,73,70,78,32
JavadocWizardPage.java,1,1,1,1,6,0,6,0,17,17,3,17,0,0,13,4,174,29,134,56,68,14,83,113,57,56,4,4,4,0.1,27,27,27,19
JavadocWriter.java,3,3,4,1,19,2,16,2,12,11,2,12,0,9,0,3,311,53,228,84,154,54,159,204,89,115,9,9,10,0.24,44,44,49,19
JdtASTMatcher.java,3,3,4,3,13,0,12,0,2,1,0,2,0,0,0,2,50,6,34,14,18,10,18,26,13,13,6,6,7,0.29,7,7,8,7
JdtActionConstants.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,101,94,93,90,544,92,93,93,0,0,0,0,5.79,0,0,0,0
JdtFlags.java,1,1,2,1,5,0,5,0,48,1,0,48,0,9,0,39,376,58,274,74,158,48,119,206,73,133,5,5,8,0.18,89,86,113,75
JdtViewerDragAdapter.java,1,1,1,1,6,0,6,0,2,2,1,2,0,0,0,2,40,7,23,12,8,10,14,18,11,7,2,2,2,0.43,3,3,3,2
JdtViewerDragSupport.java,1,1,1,1,12,3,9,0,2,2,3,2,0,0,0,2,60,16,34,19,15,10,25,28,18,10,1,1,1,0.29,2,2,2,2
JdtViewerDropAdapter.java,1,1,1,1,6,0,5,0,26,26,9,26,0,2,11,13,527,48,182,66,92,297,90,131,60,71,8,6,8,1.63,45,43,47,33
JdtViewerDropSupport.java,1,1,1,1,8,1,6,0,4,4,4,4,0,0,0,4,74,19,45,25,18,10,32,37,24,13,1,1,1,0.22,4,4,4,4
Jsp2JavaReconcileStep.java,2,2,2,1,12,2,9,1,6,6,2,6,0,0,3,3,141,28,75,35,39,43,51,65,36,29,7,7,7,0.57,13,13,13,10
Jsp2JavaTagHandler.java,3,3,3,1,12,0,11,2,9,9,8,9,0,3,0,6,176,22,120,37,72,55,62,93,37,56,12,12,14,0.46,30,30,32,9
Jsp2JavaTagHandlerFactory.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,0,2,42,7,13,7,4,22,7,10,7,3,1,1,1,1.69,2,2,2,2
JspEditor.java,1,1,1,1,8,1,4,3,2,2,0,2,0,0,1,1,52,10,15,8,4,27,9,12,8,4,1,1,1,1.8,2,2,2,2
JspIndexParser.java,3,3,3,1,12,1,10,1,5,5,6,5,1,0,3,1,100,18,68,27,37,21,37,53,27,26,6,6,7,0.31,15,15,17,5
JspMatchLocatorParser.java,2,2,2,1,8,0,7,0,4,4,6,4,0,0,2,2,69,13,46,19,19,12,25,34,19,15,3,3,5,0.26,8,8,10,4
JspMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,27,6,10,7,2,12,5,7,6,1,1,1,1,1.2,1,1,1,1
JspPluginImages.java,1,1,1,1,6,0,5,0,7,0,1,7,0,3,0,4,163,22,64,25,31,83,34,47,24,23,2,2,2,1.3,11,11,11,7
JspReconcilingStrategy.java,1,1,2,1,8,1,7,0,11,11,3,11,0,4,1,6,160,27,95,46,42,38,57,78,47,31,4,4,5,0.4,21,21,22,14
JspSearchEngine.java,1,1,1,1,9,1,8,1,2,1,0,2,0,0,0,2,38,6,22,9,10,12,11,14,10,4,1,1,1,0.55,2,2,2,2
JspSourceViewerConfiguration.java,1,1,1,1,3,0,3,0,4,4,1,4,0,0,0,4,69,10,29,19,7,30,19,24,19,5,1,1,1,1.03,4,4,4,4
JspTranslator.java,2,2,2,1,13,2,10,1,11,11,10,11,0,1,5,5,206,47,138,37,92,35,93,120,41,79,6,6,6,0.25,26,26,26,11
JspTranslatorResultCollector.java,1,1,1,1,5,0,5,0,4,4,6,4,0,0,0,4,67,10,31,14,18,26,21,26,14,12,1,1,1,0.84,4,4,4,4
JspTypeQuery.java,2,2,2,1,8,0,7,0,4,4,2,4,0,0,0,4,81,9,50,29,20,24,33,43,30,13,5,5,6,0.48,9,9,10,7
JspUIPlugin.java,2,2,2,1,10,0,10,0,15,12,1,15,4,0,2,9,207,25,149,57,79,39,76,109,58,51,8,6,8,0.26,34,32,35,17
JunitPreferenceInitializer.java,4,4,4,1,40,7,31,6,1,1,0,1,0,0,0,1,70,12,40,17,26,22,31,36,18,18,4,4,4,0.55,4,4,4,1
KeyValuePair.java,1,1,1,1,3,0,3,0,5,5,2,5,0,0,0,5,38,7,21,9,6,10,9,15,9,6,1,1,1,0.48,5,5,5,5
LRUMap.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,1,1,49,6,15,9,4,28,8,11,8,3,1,1,1,1.87,2,2,2,2
LRUWorkingSetsList.java,2,2,2,1,7,0,7,0,6,6,3,6,0,2,0,4,81,11,60,27,31,10,37,51,28,23,4,4,4,0.17,13,13,13,11
LabelProviderDisposer.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,0,2,36,9,13,8,2,14,7,10,8,2,1,1,1,1.08,2,2,2,2
LanguageElementNode.java,1,1,1,1,2,0,2,0,5,5,0,5,0,0,3,2,80,9,19,11,4,52,10,15,11,4,1,1,1,2.74,5,5,5,5
LaunchConfigChange.java,1,1,1,1,4,0,3,0,9,9,2,9,0,0,3,6,89,20,52,31,18,18,32,41,27,14,2,2,3,0.35,11,11,12,9
LaunchConfigRenameChange.java,1,1,1,1,4,0,4,0,5,5,2,5,0,0,2,3,59,12,37,22,10,10,17,24,16,8,2,2,2,0.27,6,6,6,5
LaunchConfigSetAttributeChange.java,1,1,1,1,3,0,3,0,6,6,2,6,0,0,3,3,57,13,34,20,8,10,17,24,16,8,1,1,1,0.29,6,6,6,6
LaunchConfigurationContainer.java,1,1,1,1,3,0,3,0,5,5,1,5,0,0,0,5,39,9,20,10,5,10,9,15,10,5,1,1,1,0.5,5,5,5,5
LaunchErrorStatusHandler.java,2,2,2,1,12,0,12,0,3,3,0,3,0,1,0,2,57,9,38,15,18,10,21,29,16,13,3,3,3,0.26,7,7,7,3
LaunchingMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,43,6,26,23,2,12,21,23,22,1,1,1,1,0.46,1,1,1,1
LayoutActionGroup.java,1,1,1,1,7,0,6,0,7,7,6,7,1,1,0,5,117,21,71,32,30,29,44,56,29,27,2,2,2,0.41,9,9,9,7
LayoutUtil.java,2,2,2,1,7,0,7,0,11,0,0,11,0,1,0,10,162,15,94,31,50,53,48,74,34,40,6,6,6,0.56,25,25,25,11
LayoutUtil.java,1,1,1,1,9,0,9,0,4,0,0,4,0,0,0,4,91,11,49,23,26,31,34,42,23,19,3,3,3,0.63,7,7,7,4
LazyGenericTypeProposal.java,2,2,3,1,13,1,11,1,44,44,10,44,4,20,4,16,909,119,526,183,321,278,303,430,190,240,11,11,14,0.53,126,126,143,78
LazyJavaCompletionProposal.java,1,1,1,1,5,0,5,0,46,46,25,46,1,0,19,26,503,64,324,133,152,121,158,227,103,124,16,3,16,0.37,82,68,84,50
LazyJavaTypeCompletionProposal.java,2,2,3,1,13,1,9,1,20,20,5,20,1,3,12,4,408,65,233,92,138,111,129,185,83,102,12,12,17,0.48,58,58,72,36
LazyPackageCompletionProposal.java,2,2,2,1,8,1,7,0,2,2,1,2,0,0,1,1,44,10,24,11,9,10,13,18,10,8,3,3,3,0.42,4,4,4,2
LeadingWhitespacePredicateRule.java,1,1,1,1,5,0,4,0,4,4,0,4,0,0,1,3,69,12,28,13,9,30,14,20,12,8,2,2,2,1.07,5,5,5,4
LegacyJavadocCompletionProposalComputer.java,2,2,2,1,12,0,11,0,7,7,2,7,0,1,0,6,163,29,103,51,53,33,71,92,56,36,6,6,6,0.32,20,20,20,7
LevelTreeContentProvider.java,3,3,3,1,11,0,11,0,16,16,3,16,0,4,3,9,278,34,225,81,134,19,116,172,77,95,11,11,13,0.08,56,56,61,28
LexicalSortingAction.java,1,1,1,1,10,0,10,0,4,4,5,4,0,1,0,3,76,10,52,23,26,16,36,43,23,20,2,2,2,0.31,6,6,6,4
LibrariesWorkbookPage.java,3,3,3,2,14,0,14,0,50,50,15,50,0,30,2,18,943,105,789,261,503,72,439,610,273,337,15,12,18,0.09,182,172,199,103
LibraryContainer.java,1,1,1,1,5,0,5,0,7,7,0,7,0,0,0,7,83,14,55,29,19,14,26,38,24,14,4,4,5,0.25,11,11,12,7
LibraryFilter.java,5,5,5,5,18,0,17,1,1,1,0,1,0,0,0,1,52,7,27,14,12,18,15,21,13,8,5,5,5,0.67,5,5,5,5
LibraryFilter.java,2,2,2,1,5,0,5,0,1,1,0,1,0,0,0,1,38,4,12,7,3,22,6,9,6,3,2,2,2,1.83,2,2,2,1
LineComparator.java,1,1,1,1,6,0,6,0,6,6,2,6,0,2,0,4,107,16,50,24,23,41,31,41,25,16,2,2,2,0.82,9,9,9,6
LineReader.java,2,2,2,2,9,0,9,0,4,4,3,4,0,0,0,4,68,9,49,17,27,10,29,39,17,22,6,6,6,0.2,9,9,9,8
LineWrappingTabPage.java,1,1,1,1,10,0,9,0,54,54,49,54,0,20,11,23,963,160,736,246,529,138,403,501,222,279,4,4,4,0.19,97,97,101,63
LinkResolver.java,1,1,1,1,9,1,8,0,4,4,1,4,0,0,1,3,82,12,44,19,23,26,27,34,18,16,4,4,4,0.59,7,7,7,6
LinkedCorrectionProposal.java,1,1,1,1,5,0,5,0,10,10,1,10,0,0,2,8,173,23,76,35,27,74,39,57,34,23,7,7,8,0.97,17,17,18,12
LinkedNamesAssistProposal.java,1,1,1,1,8,0,6,0,20,20,6,20,0,1,0,19,303,50,183,88,78,74,109,145,91,54,7,7,8,0.4,34,34,36,20
LinkedNodeFinder.java,2,3,4,2,11,0,11,0,14,8,5,14,0,5,0,9,261,36,194,76,114,33,105,148,74,74,7,7,9,0.17,45,40,58,29
LinkedProposalModel.java,1,1,1,1,4,0,4,0,11,11,2,11,0,0,0,11,83,16,53,18,23,15,26,42,21,21,3,3,4,0.28,16,16,18,11
LinkedProposalModelPresenter.java,2,2,2,1,9,0,8,0,15,15,2,15,0,0,0,15,243,38,168,76,82,40,96,136,79,57,14,14,15,0.24,38,38,39,18
LinkedProposalPositionGroup.java,1,1,1,1,3,0,3,0,35,34,12,35,0,0,0,35,279,59,181,91,55,39,87,131,83,48,3,3,3,0.22,41,41,41,35
ListDialogField.java,2,2,2,1,8,0,8,0,72,71,21,72,0,12,10,50,971,144,664,184,370,163,352,513,193,320,8,8,10,0.25,158,158,174,89
LocalCorrectionsSubProcessor.java,4,5,5,2,29,3,25,0,56,11,2,56,0,11,1,44,1842,253,1548,671,1090,71,1024,1293,695,598,37,37,44,0.05,280,272,334,152
LocalDeclarationAnalyzer.java,1,1,2,1,4,0,4,0,6,5,2,6,0,4,0,2,66,12,44,24,16,10,26,36,23,13,2,2,4,0.23,9,9,12,6
LocalFlowInfo.java,2,2,2,1,7,0,7,0,3,3,1,3,0,0,0,3,44,7,27,7,13,10,13,20,7,13,2,2,2,0.37,6,6,6,3
LocalHistoryActionGroup.java,1,1,1,1,16,1,15,0,3,3,5,3,0,1,0,2,86,13,63,20,40,10,39,45,19,26,2,2,2,0.16,5,5,5,3
LocalTypeAnalyzer.java,2,2,2,1,7,0,7,0,10,9,5,10,0,5,0,5,126,18,97,41,48,11,53,75,38,37,7,6,7,0.11,24,22,24,16
LocalTypesFilter.java,1,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,24,4,7,4,1,13,3,5,4,1,1,1,1,1.86,1,1,1,1
LocalVarResolver.java,1,1,1,1,3,0,3,0,3,3,0,3,1,0,1,1,42,6,14,7,3,23,5,9,6,3,1,1,1,1.64,3,3,3,3
LocalVariableIndex.java,1,2,2,1,7,0,6,0,6,3,1,6,0,3,0,3,88,12,56,24,25,20,29,40,22,18,4,3,5,0.36,12,10,14,6
LocaleSensitiveSpellDictionary.java,1,1,1,1,3,0,3,0,4,4,2,4,0,0,2,2,69,9,23,13,5,38,11,16,11,5,1,1,1,1.65,4,4,4,4
LocationCopyAction.java,2,2,2,1,12,0,12,0,3,3,3,3,1,0,0,2,77,11,53,26,26,13,37,44,27,17,5,5,5,0.25,7,7,7,3
LocationLabelProvider.java,2,2,3,1,10,1,9,0,6,6,0,6,1,1,0,4,108,18,69,24,38,22,31,48,23,25,7,7,8,0.32,17,16,18,10
LocationViewer.java,1,1,1,1,9,0,8,0,8,7,3,8,4,2,0,2,142,21,87,46,43,35,60,71,44,27,2,2,2,0.4,10,10,10,8
Lock.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,4,3,0,18,2,3,3,0,0,0,0,4.5,0,0,0,0
LoggedCreateTargetChange.java,1,1,1,1,5,0,5,0,5,5,2,5,0,0,1,4,98,14,47,27,15,37,26,36,23,13,5,5,5,0.79,9,9,9,5
LoggedCreateTargetQueries.java,2,2,2,1,8,0,8,0,7,7,1,7,0,2,0,5,135,15,83,36,43,38,47,68,36,32,10,10,10,0.46,19,19,19,12
LoggedNewNameQueries.java,1,1,1,1,4,0,4,0,11,11,3,11,0,1,0,10,139,19,61,24,26,59,28,45,25,20,3,3,3,0.97,15,15,15,11
LogicalPackage.java,1,1,1,1,6,0,5,0,14,14,3,14,0,1,0,13,144,27,91,34,43,26,49,73,34,39,6,6,6,0.29,24,24,25,23
LogicalPackageAdapterFactory.java,2,2,2,1,6,0,6,0,4,4,1,4,0,2,0,2,67,13,40,16,19,14,20,29,15,14,4,4,5,0.35,8,8,10,7
LogicalPackagesProvider.java,2,2,2,1,10,1,9,0,12,12,5,12,0,0,6,6,218,33,139,50,80,46,85,113,52,61,8,8,9,0.33,28,28,32,15
MainMethodSearchEngine.java,2,2,2,1,9,0,9,0,7,7,2,7,0,2,0,5,144,23,87,45,36,36,50,66,43,23,7,7,9,0.41,14,14,16,13
MainTypeSelectionDialog.java,1,1,1,1,6,0,6,0,6,6,3,6,0,0,1,5,103,21,62,32,22,20,37,46,28,18,3,3,3,0.32,8,8,8,6
ManifestProvider.java,2,2,2,1,7,0,7,0,9,9,0,9,0,6,1,2,133,16,83,31,45,36,47,67,33,34,6,6,6,0.43,18,18,19,11
MapCleanUpOptions.java,1,1,1,1,5,0,5,0,4,4,1,4,0,0,0,4,65,10,31,15,11,24,18,24,16,8,3,3,3,0.77,6,6,6,4
Mapper.java,1,1,1,1,4,0,4,0,3,2,0,3,0,0,0,3,32,4,18,10,8,10,11,18,12,6,2,2,2,0.56,5,5,5,3
MarkOccurrencesConfigurationBlock.java,1,1,1,1,10,1,8,0,19,18,5,19,2,6,0,11,280,61,186,71,120,34,137,161,74,87,3,3,3,0.18,23,23,23,19
MarkOccurrencesPreferencePage.java,1,1,1,1,3,0,3,0,5,5,0,5,0,0,5,0,65,12,28,17,6,26,11,17,12,5,1,1,1,0.93,5,5,5,5
MarkerAdapterFactory.java,1,1,2,1,4,0,4,0,4,4,1,4,0,2,0,2,52,12,27,12,11,13,15,22,12,10,2,2,3,0.48,6,6,8,4
MarkerProperties.java,2,2,2,1,10,0,9,0,15,14,3,15,0,2,1,12,220,38,167,52,92,15,87,127,54,73,9,9,9,0.09,36,36,38,21
MarkerResolutionProposal.java,1,1,1,1,6,0,6,0,8,8,2,8,0,0,0,8,123,19,68,27,26,36,35,51,27,24,4,4,4,0.53,15,15,15,13
MarkerUndoState.java,1,1,1,1,4,0,4,0,6,6,3,6,0,0,0,6,109,14,34,16,12,61,20,27,16,11,1,1,1,1.79,6,6,6,6
MatchLocations.java,3,3,3,1,15,1,14,0,23,19,3,23,0,7,5,11,418,53,346,69,228,19,189,265,75,190,24,24,24,0.05,74,74,76,27
MemberAccessesTabPage.java,1,1,1,1,16,3,13,0,3,3,0,3,0,0,2,1,82,18,54,31,35,11,42,46,29,17,1,1,1,0.2,3,3,3,3
MemberCheckUtil.java,2,2,2,1,11,0,11,0,10,1,0,10,0,8,0,2,170,17,133,67,81,20,81,110,65,45,5,5,5,0.15,28,28,28,14
MemberFilter.java,1,1,3,1,6,0,5,0,9,9,1,9,0,5,0,4,119,17,71,32,32,32,35,52,31,21,8,8,18,0.45,16,16,30,16
MemberFilterAction.java,1,1,1,1,5,0,4,0,3,3,2,3,0,0,0,3,53,11,22,11,7,20,13,17,10,7,1,1,1,0.91,3,3,3,3
MemberFilterActionGroup.java,2,2,2,1,12,0,11,0,15,15,5,15,0,3,0,12,352,40,199,67,124,123,126,163,71,92,9,9,9,0.62,36,36,36,15
MemberProposalInfo.java,1,1,1,1,4,0,4,0,3,3,3,3,0,0,1,2,72,9,27,15,9,36,18,22,14,8,2,2,2,1.33,4,4,4,3
MemberValuePairProperties.java,1,1,1,1,5,0,5,0,9,7,1,9,1,1,0,7,99,21,64,27,30,14,33,48,27,21,5,5,6,0.22,15,15,16,15
MemberVisibilityAdjustor.java,3,3,4,1,13,0,13,0,55,44,17,55,0,21,1,33,1326,90,803,217,549,447,450,627,227,400,28,17,32,0.56,189,170,248,78
MembersOrderPreferenceCache.java,3,3,3,1,10,0,9,1,12,11,4,12,0,4,0,8,185,27,146,55,101,27,84,121,55,66,10,10,10,0.18,36,36,38,12
MembersOrderPreferencePage.java,3,3,3,1,16,1,13,1,17,15,4,17,0,4,2,11,412,70,290,111,196,71,193,247,105,142,10,10,10,0.24,53,53,53,33
MembersView.java,2,2,2,2,8,0,8,0,23,23,2,23,1,1,14,7,358,33,249,93,135,76,120,172,78,94,13,7,15,0.31,62,51,67,48
Mementos.java,2,2,2,2,7,0,7,0,3,0,0,3,0,0,0,3,49,8,31,15,16,12,18,26,15,11,4,4,4,0.39,7,7,7,6
MessageIds.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,7,26,25,23,129,24,25,25,0,0,0,0,4.96,0,0,0,0
MessageSendFlowInfo.java,1,1,1,1,4,0,4,0,3,3,0,3,0,0,0,3,31,5,16,5,7,10,6,12,5,7,2,2,2,0.63,5,5,5,3
MessageSender.java,1,1,1,1,1,0,1,0,2,2,0,2,0,0,0,2,22,5,5,4,0,12,3,4,4,0,1,1,1,2.4,2,2,2,2
MessageWizardPage.java,1,2,2,1,12,0,12,0,4,4,1,4,0,0,2,2,93,12,68,29,44,13,48,55,29,26,5,3,5,0.19,10,7,10,4
Messages.java,1,1,1,1,3,0,2,0,3,1,0,3,0,1,0,2,33,5,12,6,2,16,4,8,6,2,1,1,1,1.33,3,3,3,3
Messages.java,1,1,1,1,3,0,2,0,3,1,0,3,0,1,0,2,33,5,12,6,2,16,4,8,6,2,1,1,1,1.33,3,3,3,3
Messages.java,1,1,1,1,3,0,2,0,3,1,0,3,0,1,0,2,33,5,12,6,2,16,4,8,6,2,1,1,1,1.33,3,3,3,3
Messages.java,1,1,1,1,3,0,2,0,3,1,0,3,0,1,0,2,33,5,12,6,2,16,4,8,6,2,1,1,1,1.33,3,3,3,3
Messages.java,1,1,1,1,3,0,2,0,3,1,0,3,0,1,0,2,32,5,11,6,2,16,4,8,6,2,1,1,1,1.45,3,3,3,3
MethodCall.java,1,1,1,1,4,0,4,0,7,7,2,7,0,0,0,7,74,11,37,15,12,26,16,26,15,11,2,2,3,0.7,9,9,11,7
MethodChecks.java,3,3,4,2,12,0,11,0,8,1,0,8,0,1,0,7,173,20,117,52,72,37,73,102,52,50,7,7,10,0.32,27,27,34,17
MethodDeclarationCompletionProposal.java,3,3,4,1,18,1,16,2,7,4,3,7,0,2,1,4,203,33,150,61,85,33,97,122,60,62,10,10,11,0.22,24,24,31,9
MethodExitsFinder.java,2,2,2,1,9,0,8,0,29,29,5,29,0,7,0,22,381,49,305,124,155,32,171,242,122,120,15,15,15,0.1,73,73,75,44
MethodOccurenceCollector.java,3,3,4,2,17,1,15,2,3,3,1,3,0,0,0,3,84,12,59,23,32,16,33,44,22,22,8,8,11,0.27,10,10,13,6
MethodProposalInfo.java,3,3,3,2,13,0,11,1,7,7,1,7,0,5,1,1,225,19,100,48,58,111,64,85,50,35,7,7,12,1.11,21,21,26,14
MethodReferencesSearchRequestor.java,2,3,4,1,9,0,8,0,3,3,2,3,1,0,0,2,58,8,36,14,16,14,15,23,13,10,8,5,10,0.39,10,7,12,5
MethodStubsSelectionButtonGroup.java,2,2,2,1,8,0,7,0,31,28,12,31,1,1,6,23,431,52,262,75,143,122,140,202,83,119,6,6,7,0.47,63,63,77,33
MethodWrapper.java,2,2,2,1,8,0,7,0,29,29,6,29,0,9,4,16,371,62,233,65,126,77,110,168,65,103,11,11,11,0.33,63,63,66,46
MethodWrapperWorkbenchAdapter.java,1,1,1,1,3,0,3,0,8,8,1,8,0,0,0,8,80,16,35,17,9,30,15,24,15,9,1,1,1,0.86,8,8,8,8
MethodsContentProvider.java,2,2,2,1,8,0,7,0,8,8,3,8,0,1,0,7,137,22,79,30,36,36,44,63,32,31,7,7,8,0.46,18,18,19,8
MethodsLabelProvider.java,2,2,2,1,9,0,9,0,10,10,4,10,0,2,0,8,158,23,113,49,55,22,61,84,46,38,5,5,8,0.19,22,22,26,19
MethodsSourcePositionComparator.java,6,6,8,5,25,1,23,0,3,3,1,3,0,1,0,2,128,12,81,22,47,35,39,60,23,37,14,14,18,0.43,20,20,26,16
MethodsViewer.java,2,2,2,1,10,0,9,0,16,16,4,16,0,3,2,11,309,48,198,76,111,67,125,161,76,85,9,9,10,0.34,34,34,36,18
MigrateJarFileAction.java,1,1,1,1,5,0,5,0,4,4,1,4,0,0,0,4,78,11,35,21,14,32,22,29,21,8,3,3,3,0.91,6,6,6,4
MissingAnnotationAttributesProposal.java,4,4,4,2,21,1,19,1,4,4,1,4,0,2,1,1,139,18,108,51,57,19,76,93,52,41,7,7,8,0.18,16,16,17,9
MissingCodeTabPage.java,1,1,1,1,14,3,10,0,3,3,0,3,0,0,2,1,75,19,46,27,26,11,34,39,25,14,2,2,3,0.24,4,4,5,3
MissingReturnTypeCorrectionProposal.java,3,3,4,1,18,2,16,0,6,6,2,6,0,3,1,2,172,27,129,61,72,18,82,104,60,44,7,7,10,0.14,21,21,28,11
MockupPreferenceStore.java,1,1,1,1,3,0,3,0,33,33,1,33,0,0,0,33,274,39,110,42,37,125,43,78,43,35,2,2,2,1.14,34,34,34,33
ModelMessages.java,1,1,1,1,2,0,2,0,1,1,0,1,0,1,0,0,60,22,27,23,2,12,21,23,22,1,1,1,1,0.44,1,1,1,1
ModelMessages.java,1,1,1,1,2,0,2,0,1,1,0,1,0,1,0,0,32,4,16,12,2,13,10,12,11,1,1,1,1,0.81,1,1,1,1
ModelMessages.java,1,1,1,1,2,0,2,0,1,1,0,1,0,1,0,0,30,7,12,8,2,12,6,8,7,1,1,1,1,1,1,1,1,1
ModifierChangeCorrectionProposal.java,5,5,6,4,29,2,25,3,2,2,4,2,0,0,1,1,102,12,77,40,40,17,53,65,39,26,10,10,12,0.22,11,11,13,8
ModifierCorrectionSubProcessor.java,4,6,7,3,29,2,26,0,27,4,1,27,0,7,0,20,965,127,810,289,565,44,501,634,290,344,33,17,36,0.05,166,132,192,101
ModifierRewrite.java,2,3,3,1,12,0,11,0,11,10,2,11,0,3,0,8,240,26,158,60,89,59,92,122,65,57,13,13,13,0.37,40,31,40,11
ModifyDialog.java,2,2,2,1,11,1,10,0,24,24,17,24,0,5,11,8,432,70,325,130,185,46,211,263,122,141,6,6,8,0.14,55,55,62,38
ModifyDialogTabPage.java,1,1,1,1,7,0,6,0,86,82,31,86,1,6,32,47,1106,187,670,232,374,257,389,516,221,295,7,7,8,0.38,126,126,137,91
ModifyParametersAction.java,2,2,2,2,8,0,8,0,9,8,1,9,0,2,0,7,180,17,101,40,49,63,51,75,35,40,4,4,5,0.62,23,23,25,19
MonitoringCreateTargetQueries.java,1,1,1,1,5,0,5,0,6,6,2,6,0,0,0,6,72,9,27,9,12,36,12,19,11,8,1,1,1,1.33,6,6,6,6
MonitoringNewNameQueries.java,1,1,1,1,8,0,8,0,11,11,2,11,0,0,0,11,92,7,75,30,40,10,41,56,34,22,3,3,3,0.13,15,15,15,11
MoveAction.java,2,2,3,2,9,0,8,0,16,13,4,16,0,9,0,7,278,39,177,64,103,62,109,149,60,89,6,6,8,0.35,40,40,49,37
MoveArguments.java,1,1,1,1,4,0,4,0,4,4,2,4,0,0,0,4,73,7,22,9,8,46,10,15,9,6,2,2,2,2.09,5,5,5,4
MoveCompilationUnitChange.java,3,3,3,1,17,2,14,0,5,5,3,5,1,2,0,2,134,27,95,39,53,14,61,78,39,39,9,9,10,0.15,16,16,17,7
MoveCuUpdateCreator.java,2,2,2,1,10,0,9,0,29,24,8,29,0,17,0,12,438,54,355,151,205,44,220,296,153,143,8,8,8,0.12,75,75,79,42
MoveDescriptor.java,2,2,2,1,9,0,8,0,13,13,11,13,0,0,1,12,401,48,162,62,104,211,117,147,64,83,7,7,7,1.3,29,29,29,13
MoveInnerToTopRefactoring.java,2,2,3,1,12,0,12,0,103,88,19,103,3,72,0,28,1626,144,1450,505,972,55,930,1233,524,709,14,14,16,0.04,304,304,369,146
MoveInnerToTopWizard.java,2,2,2,1,10,0,9,0,13,13,4,13,0,3,4,6,195,29,140,52,81,29,83,109,49,60,5,5,5,0.21,26,26,27,15
MoveInstanceMethodAction.java,2,2,2,1,7,0,7,0,10,8,1,10,0,3,0,7,156,22,107,45,50,28,59,81,40,41,3,3,4,0.26,21,21,22,14
MoveInstanceMethodProcessor.java,3,3,3,1,14,0,14,0,132,127,39,132,0,3,45,84,3111,213,2078,664,1435,846,1299,1718,664,1054,19,19,23,0.41,422,422,502,213
MoveInstanceMethodWizard.java,1,1,1,1,17,1,15,0,14,14,9,14,0,0,3,11,363,58,245,89,164,61,179,205,93,112,5,5,5,0.25,25,23,26,17
MoveMemberTypeRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,52,9,25,18,4,18,14,18,15,3,1,1,1,0.72,3,3,3,3
MoveMembersWizard.java,1,1,1,1,11,0,11,0,23,22,5,23,0,10,2,11,320,34,273,107,165,16,172,213,107,106,5,5,5,0.06,40,40,42,27
MoveMethodDescriptor.java,1,1,1,1,3,0,3,0,2,2,0,2,0,0,0,2,70,7,12,8,2,51,7,10,8,2,1,1,1,4.25,2,2,2,2
MoveMethodRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,54,9,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
MoveModifications.java,3,3,3,1,13,0,12,0,10,10,3,10,0,2,0,8,194,19,164,67,90,11,104,134,70,64,8,8,9,0.07,31,31,34,12
MovePackageChange.java,1,1,1,1,4,0,4,0,3,3,0,3,0,0,1,2,45,9,26,18,6,10,16,20,16,4,1,1,1,0.38,3,3,3,3
